text,label
when i was an evening school teacher it was my job to make the coffee but i was not able to get the coffee ready on time and i thus arrived half an hour late to the class on top of this the coffee was undrinkable,Sad
many years ago a friend wanted me to with her to southern europe and i preferred to travel alone i felt guilty because i wanted to go on my own,Sad
when i felt that my love was returned,Happy
when i was convinced that someonne had broken into my flat and i woke up and heard sounds that frightened me,Fear
when it became clear that a man had used many people sexually and psychologically despite the fact that many people looked up to him i understood that one could not trust him and i was forced to hide this for a while,Angry
when i feel helpless after having tried to help someone without any result,Sad
when i think now about the way my father behaved when filing a divorce,Disgust
when as an year old i wet myself in school,Sad
when as a year old i stole money from my mother,Sad
when i recently got a very positive answer from a clinic telling me that they would willingly assist and collect data for me for a clinical pilot study,Happy
every time i meet a certain dog that has once bitten me,Fear
when after a lot of provocation my child threw a plate on the floor,Angry
when i realized that i could not communicate properly with my closest friend,Sad
